iso_time,epoch_seconds,sample_index,q1_raw,q1_voltage_mv,q1_activity,q1_activity_mv
2026-09-11T11:26:58.525,1789106218.5259,1,228,2.92,575,7.37
2026-09-11T11:26:58.536,1789106218.5360,2,41,0.53,589,7.55
2026-09-11T11:26:58.540,1789106218.5400,3,221,2.83,582,7.46
2026-09-11T11:26:58.545,1789106218.5452,4,-44,-0.56,437,5.6
2026-09-11T11:26:58.578,1789106218.5784,5,-194,-2.49,415,5.32
2026-09-11T11:26:58.580,1789106218.5804,6,83,1.06,415,5.32
2026-09-11T11:26:58.586,1789106218.5861,7,206,2.64,400,5.13
2026-09-11T11:26:58.588,1789106218.5881,8,-63,-0.81,400,5.13
2026-09-11T11:26:58.595,1789106218.5951,9,-189,-2.42,395,5.06
2026-09-11T11:26:58.596,1789106218.5961,10,104,1.33,395,5.06
2026-09-11T11:26:58.599,1789106218.5991,11,187,2.4,376,4.82
2026-09-11T11:26:58.602,1789106218.6021,12,-101,-1.29,376,4.82
2026-09-11T11:26:58.606,1789106218.6061,13,-393,-5.04,580,7.44
2026-09-11T11:26:58.607,1789106218.6071,14,157,2.01,580,7.44
2026-09-11T11:26:58.610,1789106218.6101,15,149,1.91,550,7.05
2026-09-11T11:26:58.613,1789106218.6131,16,-152,-1.95,550,7.05
2026-09-11T11:26:58.614,1789106218.6141,17,-423,-5.42,580,7.44
2026-09-11T11:26:58.619,1789106218.6191,18,175,2.24,598,7.67
2026-09-11T11:26:58.621,1789106218.6211,19,110,1.41,598,7.67
2026-09-11T11:26:58.627,1789106218.6275,20,-230,-2.95,598,7.67
2026-09-11T11:26:58.631,1789106218.6315,21,-437,-5.6,612,7.85
2026-09-11T11:26:58.634,1789106218.6347,22,-151,-1.94,547,7.01
2026-09-11T11:26:58.640,1789106218.6401,23,76,0.97,513,6.58
2026-09-11T11:26:58.643,1789106218.6432,24,-300,-3.85,513,6.58
2026-09-11T11:26:58.655,1789106218.6551,25,-439,-5.63,515,6.6
2026-09-11T11:26:58.665,1789106218.6656,26,-169,-2.17,515,6.6
2026-09-11T11:26:58.666,1789106218.6666,27,51,0.65,490,6.28
2026-09-11T11:26:58.666,1789106218.6666,28,-345,-4.42,490,6.28
2026-09-11T11:26:58.670,1789106218.6707,29,-432,-5.54,483,6.19
2026-09-11T11:26:58.679,1789106218.6797,30,-178,-2.28,483,6.19
2026-09-11T11:26:58.682,1789106218.6829,31,190,2.44,622,7.97
2026-09-11T11:26:58.684,1789106218.6849,32,-406,-5.21,622,7.97
2026-09-11T11:26:58.692,1789106218.6925,33,-433,-5.55,623,7.99
2026-09-11T11:26:58.702,1789106218.7025,34,-175,-2.24,623,7.99
2026-09-11T11:26:58.710,1789106218.7105,35,190,2.44,623,7.99
2026-09-11T11:26:58.714,1789106218.7147,36,-503,-6.45,693,8.88
2026-09-11T11:26:58.715,1789106218.7157,37,-489,-6.27,693,8.88
2026-09-11T11:26:58.720,1789106218.7207,38,-211,-2.71,693,8.88
2026-09-11T11:26:58.721,1789106218.7219,39,130,1.67,633,8.12
2026-09-11T11:26:58.725,1789106218.7259,40,-634,-8.13,764,9.79
2026-09-11T11:26:58.734,1789106218.7340,41,-556,-7.13,764,9.79
2026-09-11T11:26:58.736,1789106218.7360,42,-234,-3.0,764,9.79
2026-09-11T11:26:58.745,1789106218.7452,43,83,1.06,717,9.19
2026-09-11T11:26:58.750,1789106218.7502,44,-193,-2.47,639,8.19
2026-09-11T11:26:58.756,1789106218.7563,45,-590,-7.56,673,8.63
2026-09-11T11:26:58.759,1789106218.7599,46,-187,-2.4,673,8.63
2026-09-11T11:26:58.763,1789106218.7637,47,45,0.58,635,8.14
2026-09-11T11:26:58.764,1789106218.7648,48,-255,-3.27,635,8.14
2026-09-11T11:26:58.773,1789106218.7739,49,-567,-7.27,612,7.85
2026-09-11T11:26:58.776,1789106218.7769,50,-133,-1.71,612,7.85
2026-09-11T11:26:58.779,1789106218.7799,51,52,0.67,619,7.94
2026-09-11T11:26:58.786,1789106218.7860,52,-280,-3.59,619,7.94
2026-09-11T11:26:58.789,1789106218.7891,53,-743,-9.53,795,10.19
2026-09-11T11:26:58.796,1789106218.7962,54,-50,-0.64,795,10.19
2026-09-11T11:26:58.801,1789106218.8012,55,66,0.85,809,10.37
2026-09-11T11:26:58.809,1789106218.8092,56,-286,-3.67,809,10.37
2026-09-11T11:26:58.813,1789106218.8135,57,-729,-9.35,795,10.19
2026-09-11T11:26:58.820,1789106218.8205,58,63,0.81,795,10.19
2026-09-11T11:26:58.822,1789106218.8227,59,55,0.71,792,10.15
2026-09-11T11:26:58.827,1789106218.8277,60,-361,-4.63,792,10.15
2026-09-11T11:26:58.834,1789106218.8349,61,-696,-8.92,759,9.73
2026-09-11T11:26:58.838,1789106218.8389,62,-381,-4.88,751,9.63
2026-09-11T11:26:58.844,1789106218.8443,63,60,0.77,756,9.69
2026-09-11T11:26:58.848,1789106218.8483,64,-404,-5.18,756,9.69
2026-09-11T11:26:58.858,1789106218.8583,65,-647,-8.29,707,9.06
2026-09-11T11:26:58.861,1789106218.8613,66,-300,-3.85,707,9.06
2026-09-11T11:26:58.862,1789106218.8623,67,64,0.82,711,9.12
