iso_time,epoch_seconds,sample_index,q1_raw,q1_voltage_mv,q1_activity,q1_activity_mv
2026-09-11T12:40:31.016,1789110631.0166,1,-584,-7.49,0,0.0
2026-09-11T12:40:31.019,1789110631.0197,2,-294,-3.77,290,3.72
2026-09-11T12:40:31.023,1789110631.0231,3,-221,-2.83,363,4.65
2026-09-11T12:40:31.028,1789110631.0281,4,-392,-5.03,363,4.65
2026-09-11T12:40:31.029,1789110631.0291,5,-522,-6.69,301,3.86
2026-09-11T12:40:31.034,1789110631.0343,6,-27,-0.35,495,6.35
2026-09-11T12:40:31.035,1789110631.0353,7,-23,-0.29,499,6.4
2026-09-11T12:40:31.037,1789110631.0373,8,-239,-3.06,499,6.4
2026-09-11T12:40:31.043,1789110631.0435,9,-354,-4.54,331,4.24
2026-09-11T12:40:31.056,1789110631.0567,10,-121,-1.55,331,4.24
2026-09-11T12:40:31.058,1789110631.0587,11,67,0.86,421,5.4
2026-09-11T12:40:31.060,1789110631.0607,12,-165,-2.12,421,5.4
2026-09-11T12:40:31.064,1789110631.0645,13,-240,-3.08,307,3.94
2026-09-11T12:40:31.066,1789110631.0665,14,-23,-0.29,307,3.94
2026-09-11T12:40:31.074,1789110631.0747,15,120,1.54,360,4.62
2026-09-11T12:40:31.078,1789110631.0787,16,-133,-1.71,360,4.62
2026-09-11T12:40:31.080,1789110631.0807,17,-160,-2.05,280,3.59
2026-09-11T12:40:31.086,1789110631.0868,18,49,0.63,280,3.59
2026-09-11T12:40:31.092,1789110631.0930,19,155,1.99,315,4.04
2026-09-11T12:40:31.107,1789110631.1071,20,-105,-1.35,315,4.04
2026-09-11T12:40:31.111,1789110631.1117,21,-105,-1.35,260,3.33
2026-09-11T12:40:31.115,1789110631.1158,22,112,1.44,260,3.33
2026-09-11T12:40:31.120,1789110631.1208,23,303,3.88,408,5.23
2026-09-11T12:40:31.125,1789110631.1250,24,-95,-1.22,408,5.23
2026-09-11T12:40:31.127,1789110631.1270,25,-34,-0.44,398,5.1
2026-09-11T12:40:31.140,1789110631.1400,26,154,1.97,398,5.1
2026-09-11T12:40:31.144,1789110631.1442,27,349,4.47,444,5.69
2026-09-11T12:40:31.148,1789110631.1482,28,-81,-1.04,430,5.51
2026-09-11T12:40:31.149,1789110631.1492,29,3,0.04,430,5.51
2026-09-11T12:40:31.155,1789110631.1553,30,219,2.81,430,5.51
2026-09-11T12:40:31.156,1789110631.1563,31,347,4.45,428,5.49
2026-09-11T12:40:31.157,1789110631.1573,32,169,2.17,344,4.41
2026-09-11T12:40:31.163,1789110631.1635,33,41,0.53,306,3.92
2026-09-11T12:40:31.165,1789110631.1656,34,237,3.04,306,3.92
2026-09-11T12:40:31.173,1789110631.1731,35,352,4.51,311,3.99
2026-09-11T12:40:31.178,1789110631.1781,36,142,1.82,311,3.99
2026-09-11T12:40:31.186,1789110631.1866,37,62,0.79,290,3.72
2026-09-11T12:40:31.187,1789110631.1876,38,262,3.36,290,3.72
2026-09-11T12:40:31.196,1789110631.1966,39,337,4.32,275,3.53
2026-09-11T12:40:31.203,1789110631.2039,40,124,1.59,275,3.53
2026-09-11T12:40:31.207,1789110631.2079,41,-77,-0.99,414,5.31
2026-09-11T12:40:31.210,1789110631.2109,42,283,3.63,414,5.31
2026-09-11T12:40:31.211,1789110631.2119,43,310,3.97,387,4.96
2026-09-11T12:40:31.219,1789110631.2199,44,77,0.99,387,4.96
2026-09-11T12:40:31.224,1789110631.2249,45,-104,-1.33,414,5.31
2026-09-11T12:40:31.231,1789110631.2314,46,285,3.65,414,5.31
2026-09-11T12:40:31.232,1789110631.2324,47,271,3.47,389,4.99
2026-09-11T12:40:31.238,1789110631.2390,48,18,0.23,389,4.99
2026-09-11T12:40:31.245,1789110631.2460,49,-126,-1.62,411,5.27
